day,event,content,mental_state,personality
8,training,"Agent_d1876 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
8,intent,Agent_fcca1 is preparing to fight the Entity.,determined,curious
8,intent,Agent_da3ff is preparing to fight the Entity.,determined,empathetic
8,training,"Agent_7077c trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
8,dialogue,"Agent_20512 talks with Agent_b32fa: ""Agent_20512: I feel like we're running out of time.
Agent_b32fa: I know, but we have to stay calm and keep fighting.
Agent_20512: It's hard to stay positive when so many people are dying.
Agent_b32fa: I know, but we have each other, and that's what matters most.
Agent_20512: I just wish there was something we could do to stop the Entity.
Agent_b32fa: We have to keep working on the vaccine. It's our only hope.
Agent_20512: I just hope we""",N/A,N/A
8,training,"Agent_22c84 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
8,intent,Agent_742b1 is preparing to fight the Entity.,determined,curious
8,intent,Agent_b3042 is preparing to fight the Entity.,hopeful,curious
8,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
8,training,"Agent_b0cdc trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
8,training,"Agent_a35f9 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
8,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
8,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
8,dialogue,"Agent_1164b talks with Agent_fcca1: ""Agent_1164b: ""Hey there Agent fcca1, have you heard about the Entity?""""",N/A,N/A
8,training,"Agent_7d1ba trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
8,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
8,intent,Agent_248d7 is preparing to fight the Entity.,determined,cautious
8,intent,Agent_9e158 is preparing to fight the Entity.,calm,empathetic
8,intent,Agent_9953f is preparing to fight the Entity.,hopeful,brave
8,training,"Agent_2ad13 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
8,training,"Agent_de986 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
8,dialogue,"Agent_e957d talks with Agent_c73dd: ""Agent_e957d:
""We are under threat. The Entity is coming. We need to be ready.""""",N/A,N/A
8,training,"Agent_9f46d trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
8,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
8,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
8,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
8,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
8,intent,Agent_86853 is preparing to fight the Entity.,afraid,brave
8,intent,Agent_3d10e is preparing to fight the Entity.,hopeful,cautious
8,intent,Agent_ef8fa is preparing to fight the Entity.,determined,curious
8,intent,Agent_cca20 is preparing to fight the Entity.,hopeful,curious
8,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
8,training,"Agent_19c44 trained in the village: +1 health, +0 attack, +1 defense.",determined,empathetic
8,intent,Agent_78e3e is preparing to fight the Entity.,hopeful,cautious
8,dialogue,"Agent_5f8a9 talks with Agent_7077c: ""---""",N/A,N/A
8,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
8,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
8,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
8,training,"Agent_814e6 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,brave
8,pregnancy,Agent_9f46d got pregnant from Agent_a35f9.,N/A,N/A
9,intent,Agent_c73dd is preparing to fight the Entity.,hopeful,cautious
9,rest,Agent_18dda took time to rest and feels more at peace.,hopeful,curious
9,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
9,dialogue,"Agent_e3113 talks with Agent_da3ff: ""Agent_e3113: Hey, have you heard anything about the Entity?""",N/A,N/A
9,training,"Agent_007b6 trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
9,dialogue,"Agent_dc6cb talks with Agent_09019: ""Agent_dc6cb:
I'm so scared. Every day I'm afraid I'll be next.
Agent_09019:
Don't be scared. We're together. We'll make it.
Agent_dc6cb:
I know, but it's hard. I don't know what we're going to do.
Agent_09019:
We'll think of something. We have to. We're not alone.
Agent_dc6cb:
I know, but it's just so hard.
Agent_09019:
We'll get through it. We're strong.""",N/A,N/A
9,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
9,training,"Agent_ac126 trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
9,training,"Agent_d1876 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
9,training,"Agent_fcca1 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
9,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
9,training,"Agent_7077c trained in the village: +1 health, +1 attack, +0 defense.",hopeful,empathetic
9,training,"Agent_22c84 trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
9,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
9,dialogue,"Agent_742b1 talks with Agent_78e3e: ""Agent_742b1: ""So, do you think we can survive the Entity?""""",N/A,N/A
9,intent,Agent_b3042 is preparing to fight the Entity.,hopeful,curious
9,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
9,intent,Agent_b0cdc is preparing to fight the Entity.,determined,aggressive
9,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
9,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
9,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
9,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
9,intent,Agent_7d1ba is preparing to fight the Entity.,determined,curious
9,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
9,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
9,training,"Agent_9e158 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
9,rest,Agent_9953f took time to rest and feels more at peace.,hopeful,brave
9,training,"Agent_2ad13 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
9,training,"Agent_de986 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
9,training,"Agent_e957d trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
9,intent,Agent_9f46d is preparing to fight the Entity.,determined,aggressive
9,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
9,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
9,training,"Agent_c44a6 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
9,rest,Agent_cdc70 took time to rest and feels more at peace.,determined,cautious
9,intent,Agent_86853 is preparing to fight the Entity.,afraid,brave
9,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
9,intent,Agent_ef8fa is preparing to fight the Entity.,determined,curious
9,intent,Agent_cca20 is preparing to fight the Entity.,hopeful,curious
9,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
9,training,"Agent_19c44 trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
9,dialogue,"Agent_78e3e talks with Agent_e3113: ""Agent_78e3e: Hey Agent_e3113, how are you doing today?""",N/A,N/A
9,dialogue,"Agent_5f8a9 talks with Agent_86364: ""Agent_5f8a9: ""I've been thinking a lot lately. I'm scared for my life.""""",N/A,N/A
9,training,"Agent_bec91 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
9,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
9,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
9,dialogue,"Agent_814e6 talks with Agent_b0cdc: ""Agent_814e6: Hey Agent_b0cdc. I hope you're doing okay.""",N/A,N/A
10,training,"Agent_c73dd trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious
10,training,"Agent_18dda trained in the village: +2 health, +1 attack, +0 defense.",hopeful,curious
10,rest,Agent_e3113 took time to rest and feels more at peace.,determined,curious
10,intent,Agent_007b6 is preparing to fight the Entity.,determined,cautious
10,rest,Agent_dc6cb took time to rest and feels more at peace.,hopeful,curious
10,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
10,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
10,training,"Agent_d1876 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
10,rest,Agent_fcca1 took time to rest and feels more at peace.,determined,curious
10,training,"Agent_da3ff trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
10,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
10,dialogue,"Agent_20512 talks with Agent_3d10e: ""Agent_20512: ""Hello Agent_3d10e. I heard you're in danger from the Entity. What's it like living under this threat?""""",N/A,N/A
10,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
10,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
10,dialogue,"Agent_742b1 talks with Agent_e957d: ""---""",N/A,N/A
10,training,"Agent_b3042 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,curious
10,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
10,training,"Agent_b0cdc trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive
10,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
10,rest,Agent_6f7e7 took time to rest and feels more at peace.,calm,brave
10,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
10,dialogue,"Agent_1164b talks with Agent_22c84: ""---""",N/A,N/A
10,training,"Agent_7d1ba trained in the village: +2 health, +0 attack, +1 defense.",determined,curious
10,training,"Agent_248d7 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
10,intent,Agent_9e158 is preparing to fight the Entity.,determined,empathetic
10,training,"Agent_9953f trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
10,training,"Agent_2ad13 trained in the village: +2 health, +1 attack, +0 defense.",determined,brave
10,training,"Agent_de986 trained in the village: +1 health, +0 attack, +1 defense.",determined,brave
10,training,"Agent_9f46d trained in the village: +2 health, +0 attack, +1 defense.",determined,aggressive
10,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
10,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
10,rest,Agent_c39e9 took time to rest and feels more at peace.,determined,empathetic
10,intent,Agent_c44a6 is preparing to fight the Entity.,hopeful,cautious
10,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
10,training,"Agent_86853 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
10,rest,Agent_3d10e took time to rest and feels more at peace.,hopeful,cautious
10,training,"Agent_f5759 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
10,dialogue,"Agent_ef8fa talks with Agent_248d7: ""Agent_ef8fa: ""Do you think the Entity will stop if we give her what she wants?""
Agent_248d7: ""I don't think so. She's already taken 10000 people. She'll keep going until we're all gone.""
Agent_ef8fa: ""But we can't all die. We have to find a way to stop her.""
Agent_248d7: ""I know. But it's hard to know where to start. She's always one step ahead of us.""
Agent_ef8fa: ""We need to be careful. We can't let our guard down for even""",N/A,N/A
10,intent,Agent_cca20 is preparing to fight the Entity.,hopeful,curious
10,training,"Agent_ba26e trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
10,dialogue,"Agent_19c44 talks with Agent_bec91: ""---""",N/A,N/A
10,intent,Agent_78e3e is preparing to fight the Entity.,hopeful,cautious
10,rest,Agent_5f8a9 took time to rest and feels more at peace.,calm,curious
10,training,"Agent_bec91 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
10,training,"Agent_65c82 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
10,training,"Agent_56048 trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
10,intent,Agent_814e6 is preparing to fight the Entity.,hopeful,brave
11,intent,Agent_18dda is preparing to fight the Entity.,hopeful,curious
11,training,"Agent_e7e63 trained in the village: +2 health, +0 attack, +0 defense.",determined,empathetic
11,rest,Agent_dc6cb took time to rest and feels more at peace.,hopeful,curious
11,training,"Agent_07080 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
11,training,"Agent_ac126 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious
11,training,"Agent_d1876 trained in the village: +1 health, +1 attack, +1 defense.",determined,brave
11,training,"Agent_fcca1 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
11,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
11,training,"Agent_7077c trained in the village: +1 health, +1 attack, +1 defense.",hopeful,empathetic
11,training,"Agent_20512 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,empathetic
